,nofinesset,rs,coordx,coordy
340,060790839,EHPAD CENTRE JEAN CHANTON,"1,044,852.8","6,333,178"
341,060790862,CALME,"1,012,506.6","6,291,733.1"
342,060791183,CLUB RESTAURANT RANGUIN,"1,024,605.6","6,280,901.9"
343,060791233,CLUB-RESTAURANT PICAUD,"1,024,605.6","6,280,901.9"
344,060791613,SSIAD UNISSAD ARNAULT TZANCK,"1,037,516.3","6,293,668.5"
345,060792082,EHPAD L'ESCAPADE,"1,033,909.7","6,317,962.7"
346,060792413,LOGEMENT-FOYER LA FRATERNELLE,"1,034,829","6,293,886.7"
347,060792801,EHPAD KORIAN LA RIVIERA,"1,021,929.5","6,286,554.2"
348,060792488,CTRE HABITAT FLEURQUIN DESTELLE,"1,020,690.6","6,288,453.4"
349,060792728,EHPAD DU CH SAINT MAUR,"1,013,223.8","6,358,561.6"
350,060793478,CENTRE D'ACTION EDUCATIVE,"1,043,576.5","6,300,435.6"
351,060794013,CTRE CARDIO MEDICO CHIRURGICAL TZANCK,"1,037,516.3","6,293,668.5"
352,060798485,CENTRE PLANIF. LES DRYADES,"1,022,685.8","6,282,541.3"
353,060799871,EHPAD BASTIDE DE PEGOMAS,"1,016,843.8","6,285,166.7"
354,060799426,EHPAD LE DOMAINE DE LA CHARLOTTE,"1,027,480.4","6,292,654.5"
355,060782000,FONDATION EMILIE CHIRIS,"1,020,778.6","6,287,298.3"
356,080008279,HAD GHSA RETHEL-VOUZIERS,"823,602.9","6,923,079.1"
357,060020518,EHPAD L'EAU VIVE,"1,047,950.8","6,304,237.8"
358,060007069,FAM LA FERME D?ASCROS,"1,019,728.8","6,322,047"
359,090001777,PHARMACIE SOULA-MURCIA,"588,165.4","6,221,834.5"
360,090000183,CH ARIEGE COUSERANS SITE ST LIZIER,"547,853","6,213,263.3"
361,090000217,CH TARASCON SUR ARIEGE,"585,842.9","6,195,346.4"
362,090781550,IME DE LEZAT,"565,742.7","6,242,099.6"
363,090782228,EHPAD DE BELESTA,"612,477.6","6,201,395.3"
364,090782764,CTRE PLANIFICATION FAMILIALE PAMIERS,"586,793.5","6,225,050.1"
365,090782343,EHPAD CH TARASCON SUR ARIEGE,"585,842.9","6,195,346.4"
366,090783994,ESAT DE LAVELANET,"605,562.5","6,204,070.5"
367,090783341,EHPAD DE  PRAT BONREPAUX,"540,124","6,216,927.1"
368,090784109,CAMSP DE PAMIERS,"586,756.6","6,224,596.7"
369,090784471,SSIAD DE LA BASTIDE DE SEROU,"571,826.5","6,213,820.9"
370,060014289,EEAP L'EDELWEISS,"1,022,728.1","6,284,418.8"
371,070003819,LA MAGNANERIE,"789,197.6","6,367,884.7"
372,090002379,GIE IRM DE L'ARIEGE SITE CHIVA,"586,103.9","6,208,199"
373,090002056,PHARMACIE MARECHAL,"588,211.4","6,217,216.5"
374,090000811,PHARMACIE DUBARRY - VIGIE - JUTEAU,"539,144.4","6,204,411.5"
375,090002122,PHARMACIE MAS,"577,062.5","6,186,589.1"
376,090001025,PHARMACIE BLANC -  COUDERC,"570,379.2","6,232,025.9"
377,060021961,LBM BIOESTEREL SITE ST MARTIN DU VAR,"1,037,024.4","6,311,113.3"
378,100003268,GIE SCANNER ROMILLY,"753,129.6","6,824,136.5"
379,070003199,CMP ADULTES LE CHEYLARD,"812,248.4","6,424,104.6"
380,060021771,CENTRE DE PMI ET DE PLANIFICATION,"1,025,056.4","6,282,214.6"
381,060008059,SSIAD  ADMR CANNES,"1,021,549.9","6,280,435.2"
382,070005483,SAVS DE PRIVAS,"826,640.6","6,404,881.6"
383,080009319,POLE GERONTOLOGIQ RESIDENCE LES PAQUIS,"824,529.7","6,966,121.3"
384,080003239,SERVICE ACTION EDUCATIVE MILIEU OUVERT,"823,465.9","6,964,810.7"
385,080003221,RESIDENCE FOYER LA WARENNE,"821,798.7","6,963,802.5"
386,080002124,PHARMACIE PUGLISI,"814,468.3","6,932,094.5"
387,080003528,CLUBS ET EQUIPES DE PREVENTION,"821,807.7","6,963,816.5"
388,080003544,CENTRE D'ACTION MEDICO-SOCIALE PRECOCE,"823,923.6","6,964,785.4"
389,080003551,EFS ALCA CHARLEVILLE-MEZIERES,"822,206.3","6,963,838.5"
390,080004575,PHARMACIE DECLEF,"830,617.2","7,005,739.2"
391,080006588,CENTRE MEDICO-SCOLAIRE,"799,112","6,935,400.5"
392,080006844,SESSAD  DES RIEZES ET DES SARTS,"810,943.1","6,982,128.8"
393,080006703,ENTREPRISE ADAPTEE,"835,197.5","6,957,164.3"
394,080006661,APPARTEMENTS DU BATY,"822,691.2","6,989,491.6"
395,080006927,PHARMACIE ROUSSELLE,"822,373.9","6,991,564"
396,080007297,PHARMACIE ZANTE,"863,581.8","6,945,635.9"
397,080007503,PHARMACIE PRIEUR,"829,454","6,957,105.4"
398,080009566,CIRCONSCRIPTION DE RETHEL,"798,764.4","6,935,657.3"
399,080008634,SELARL PHARMACIE DU FORT,"838,955.7","6,957,276.2"
400,100000124,POLYCLINIQUE  MONTIER LA CELLE,"778,367","6,798,795.9"
401,080008584,SELARL PHARMACIE SAINT REMI,"798,787.9","6,934,177.6"
402,100000082,CLINIQUE DU PAYS DE SEINE,"752,985.1","6,824,327.3"
403,100000272,CTRE DE SOINS INFIRM DES CHAPELAINS,"776,819.3","6,801,414"
404,080008485,PHARMACIE RACOUR,"809,281.3","6,981,819.9"
405,080008766,PHARMACIE DE LA MARNE,"838,119.2","6,956,863.1"
406,080009632,CIRCONSCRIPTION DE CHARLEVILLE-SUD,"824,208.9","6,961,941.7"
407,100000173,IME GAI SOLEIL,"780,993.2","6,801,344.7"
408,080009301,SESSAD,"832,239.8","6,931,655.9"
409,100003177,PHARMACIE LAURENT,"781,411.7","6,798,456.5"
410,100001114,SERVICE D'A.E.M.O. AASEAA,"779,606.2","6,795,980.1"
411,100001924,PHARMACIE RICHARD,"776,054.2","6,801,300.8"
412,100003193,PHARMACIE VANDEPUTTE,"780,522.3","6,797,543.4"
413,100001122,SESSAD DES P.E.P.,"786,142.2","6,785,149.4"
414,100002310,LOG FOYER LES ERABLES,"777,817.3","6,800,550.8"
415,100001593,PHARMACIE  MARCHAIS,"826,755.1","6,793,871.5"
416,100002161,EHPAD LES HAUTS D'ARMANCE,"767,901.8","6,771,510.1"
417,100002526,PHARMACIE BECARD,"766,391.6","6,823,824.7"
418,100003292,PHARMACIE  FEVRE,"778,609.1","6,799,854.4"
419,100002138,EHPAD RÉSIDENCE PIERRE D'ARCIS,"784,289.3","6,826,587.2"
420,100003342,PHARMACIE GEORGET-AUMIGNON,"778,040.1","6,799,783.7"
421,100003144,PHARMACIE PEILLERON,"776,407.6","6,795,685.6"
422,100002963,PHARMACIE BOHLER,"753,572.3","6,824,644"
423,100004142,SELARL PHARMACIE DE L'OLIVIER,"778,070.3","6,800,361.5"
424,100004332,PHARMACIE VIGNOLLET-VIDIL,"779,277.6","6,799,935.6"
425,080002215,SELARL PHARMACIE DE BALAN,"841,308.6","6,956,718.5"
426,080002512,PHARMACIE MORELLE,"823,462.7","6,965,385.1"
427,060011848,SERVICE AIDE ACCOMPAGNEMENT A DOMICILE,"1,024,628","6,283,501.9"
428,100002997,PHARMACIE MUTUALISTE SOCIETE MUTUELLE,"754,080.7","6,824,307.6"
429,090002841,CHIVA SSR SITE PAMIERS,"586,552.7","6,224,721.2"
430,070005632,SAVS LAVILLEDIEU/COUCOURON,"814,904.8","6,388,916.2"
431,070001250,"EHPAD ""LE CHALENDAS""","805,313.1","6,383,034.1"
432,070001573,CEVEN LABO LES VANS,"790,139.5","6,367,939.7"
433,070004510,FOYER DE VIE LES TILLEULS,"775,506.3","6,395,175.9"
434,070004940,LBM UNIBIO GUILHERAND GRANGES DE GAULL,"848,543.3","6,427,886.8"
435,070002233,PHARMACIE DES MATTHIEU,"831,033.2","6,365,009.2"
436,070001300,LBM FORESTIER TOURNON/RHÔNE (LABO DU Q,"844,012.6","6,442,725.1"
437,070000203,CENTRE HOSPITALIER DE SAINT-FELICIEN,"828,161.5","6,444,374.6"
438,070780457,IME  L'ENVOL,"832,426.3","6,462,253"
439,070780606,"EHPAD ""CHALAMBELLE""","798,597.8","6,405,302.8"
440,070780796,FOYER DE VIE LES OLIVIERS,"807,204.5","6,385,935"
441,070004981,SESSAD  DE TOURNON,"845,236.4","6,441,464.7"
442,070780713,IME L'AMITIE,"804,757.1","6,395,182"
443,070783121,MAISON D'ENFANTS LE PHARE,"819,347","6,385,252.4"
444,070783717,ANNEXE DU CMPP DE TOURNON,"848,421.2","6,427,858.2"
445,070783691,"EHPAD RESIDENCE ""LE ROUSSILLON""","790,427.3","6,368,437.5"
446,070783725,ANNEXE DU CMPP DE PRIVAS,"833,409.7","6,384,260.5"
447,070783170,MAISON D'ENFANTS LE PHARE,"836,759","6,391,300.6"
448,070783972,SISSAD MUTUALITE DE L'ARDECHE,"827,680.4","6,403,763"
449,070784053,EHPAD BASTIDE DU MONT VINOBRE,"810,172.3","6,387,123.1"
450,070784517,LONG SÉJOUR CH DE PRIVAS,"825,855.9","6,405,220.8"
451,070784905,SSIAD DE ST PERAY,"845,319.6","6,429,023.9"
452,070785910,ATELIER SERVICE PRODUCTION,"815,845.2","6,387,665.6"
453,070785225,CH DROME-VIVARAIS - CMP ENF GUILHERAND,"847,757.6","6,427,670.2"
454,070785647,ESAT SAINT-JOSEPH,"824,368.2","6,404,851.6"
455,070785951,ANNEXE SSIAD MUTUALITE,"812,376.1","6,423,872.3"
456,070785241,CMP ENFANTS LE CHEYLARD,"812,248.4","6,424,104.6"
457,070786363,HOPITAL DE JOUR ADULTES ANNONAY,"830,692.9","6,461,758.2"
458,070786579,"MARPA ""LA VIVANCE""","826,789.8","6,443,787.3"
459,070786538,SESSAD   HOME VIVAROIS,"809,963.4","6,390,431.9"
460,060014339,SAVS LE PALIO RIVIERA NICE MENTON,"1,043,783.9","6,297,844.4"
461,070004320,PHARMACIE DES TROIS VALLEES,"841,300.6","6,413,992"
462,060007929,CPO ACTES,"1,039,463.9","6,294,849.5"
463,060022506,LBM BIOESTEREL SITE ANTIBES FOCH,"1,032,692","6,284,241.5"
464,060007788,CENTRE DE FORMATION DU CH DE MENTON,"1,060,021.6","6,307,612.4"
465,080010085,LBM BIO ARD'AISNE,"799,375.9","6,935,054.7"
466,060006269,SERVICE D'AIDE MENAGERE,"1,047,299.1","6,303,236.9"
467,080008519,S. E. S. S. A. D. TCC,"821,801.5","6,963,996.2"
468,060012879,KORIAN SORGENTINO,"1,045,474.7","6,299,131.3"
469,060005469,L'OLIVERAIE DES CAYRONS,"1,032,984.3","6,298,171"
470,070005145,"SESSAD  1, 2, 3, SOLEIL","810,522.9","6,391,867.3"
471,100002518,CMP-CATTP ENFANTS DE BAR/SEINE,"802,144.5","6,780,887.7"
472,090002189,SCE D'AIDE AUX PA DE L'AJE PRO,"587,126.1","6,224,881.1"
473,060010519,UEROS LE COTEAU,"1,035,824.9","6,300,538.4"
474,060015658,SAVS EPANOUIR-TERRITOIRE OUEST AZUR,"1,024,525.4","6,281,453.2"
475,060016318,SERVICE AIDE MENAGERE A DOMICILE,"1,018,629.5","6,275,374.4"
476,080009038,SERVICE PRESTATAIRE D'AIDE À DOMICILE,"823,203.5","6,965,418.8"
477,060017589,FJT-RS MAISON ANTIPOLIS,"1,033,078.2","6,284,442.3"
478,060018579,RESIDENCE SOCIALE LES NATIONS,"1,043,479.8","6,298,703.7"
479,060019288,GCS HOP PEDIA NICE CHU LENVAL ET SIEGE,"1,041,856.9","6,296,999.1"
480,070006135,FOYER DE JEUNES TRAVAILLEURS OUVRIERS,"810,541.4","6,391,726.1"
481,060020898,LA RESIDENCE LES JARDINS SAINT CHARLES,"1,025,225.9","6,290,849"
482,090002999,LBM SELARL BIOD'OC,"586,406.2","6,208,034.6"
483,060021870,LBM EUROFINS LABAZUR NICE SITE SYLVEST,"1,043,783.9","6,297,844.4"
484,060022217,SERV. M.J.P.M. UDAF NICE,"1,044,212.5","6,298,382.1"
485,070006291,CHRS ENTRAIDE ET ABRI TOURNON/TAIN,"832,422.1","6,462,605.2"
486,060022415,FAM LE HAUT D'ANTIBES,"1,032,002","6,283,896.6"
487,060022456,LBM EUROFINS LABAZUR NICE SITE DE LA M,"1,041,997.5","6,297,614.5"
488,060022670,LBM EUROFINS LABAZUR NICE SITE PRATO M,"1,062,114.1","6,307,552"
489,060022704,LBM EUROFINS LABAZUR NICE SITE CONTES,"1,047,041.1","6,310,748.9"
490,070006564,LBM ADEBIO GUILHERAND GRANGES CHIÈZE,"848,044.3","6,427,771.3"
491,080010267,GCS TERRITORIAL ARDENNE NORD IMPLAN1,"823,962.3","6,964,671.1"
492,070006648,LIEU DE VIE L'ILE BLEUE,"830,021.9","6,356,638.2"
493,060023397,GCS ENDOSCOPIES RESPIRATOIRES ET SIEGE,"1,044,263.3","6,300,647.7"
494,070006705,LIEU DE VIE  LA FONT COUVERTE,"810,321","6,435,570.7"
495,090003286,GCS BIOLOGIE TERRITOIRE DE L'ARIEGE,"586,103.9","6,208,199"
496,060023579,LBM CERBALLIANCE COTE D'AZUR SITE BLAU,"1,051,216.8","6,310,348.7"
497,060023611,LBM CERBALLIANCE COTE D'AZUR SITE ST L,"1,037,574.6","6,293,670.9"
498,060023637,LBM BIOESTEREL SITE GRASSE HONORE CRES,"1,016,137.7","6,292,017.6"
499,060023694,HOPITAL DE JOUR CERES,"1,044,853.8","6,300,827.8"
500,080010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,"822,206.3","6,963,838.5"
501,070006952,PROPHARMACIE REOT ROBERT,"798,487.1","6,405,295.4"
502,060023892,LBM BIOESTEREL SITE VILLENEUVE LOUBET,"1,032,550.3","6,292,943.1"
503,080010499,EHPAD DOCTEUR L'HOSTE,"825,756.4","6,961,638.2"
504,080010523,CLINIQUE DU PARC,"824,084.6","6,964,684.5"
505,080010556,"CATTP - HJ ""MILLEPERTUIS""","830,296.5","7,005,972.9"
506,070007133,MAPA RESIDENCE LES VERNES,"834,587.9","6,458,944.5"
507,060024239,LBM EUROFINS LABAZUR NICE SITE MAX BAR,"1,045,484.1","6,298,427.7"
508,070007257,MAISON DE SANTE LARGENTIERE,"803,014","6,383,030"
509,090003781,POLE DE SANTE LIBERAL PAYS TARASCON,"585,334.5","6,197,302.5"
510,070007315,MAISON DE SANTE QUINTENAS,"832,552.7","6,455,882.8"
511,060024403,BIEN A LA MAISON,"1,024,486.7","6,281,928.6"
512,060024585,CENTRE HELIO MARIN,"1,038,763.1","6,298,190.5"
513,080010697,CENTRE DE SANTE DENTAIRE DE MOUZON,"849,870.8","6,947,192.4"
514,060024759,RESIDENCE SOCIALE CARABACEL,"1,044,920.7","6,299,590.1"
515,080010705,FAM LA CLE DES VENTS,"822,808.2","6,965,219.5"
516,060024882,FOYER DE VIE LE VILLARET,"1,026,523.4","6,323,619.3"
517,060024908,HOPITAL DE JOUR PSY ISOLA BELLA,"1,025,350.5","6,281,369.8"
518,060025087,COFRATEX,"1,037,942.1","6,300,211"
519,090004029,ESPACE ACCUEIL ST GIRONS,"548,261.9","6,211,122.9"
520,080010770,ALCURA FRANCE,"824,975.9","6,960,994.6"
521,070007802,EHPA LES RIVES DE L'EYRIEUX,"812,892.1","6,424,665.6"
522,080010812,MADEF (MINEURS NON ACCOMPAGNES),"822,222.7","6,965,652.6"
523,080010820,MECS DON BOSCO - RELAIS JEUNES MAJEURS,"823,700.8","6,964,698.3"
524,070007844,LBM ADEBIO LE CHEYLARD,"812,350.6","6,423,994.2"
525,090004102,DDAEOMIE HÉBERGEMENT SAHO 09,"586,360.1","6,206,461.8"
526,070007869,ARA LE CHARNIVET,"812,112.4","6,392,981.2"
527,080010952,SAAD GIV'HOME SERVICE,"830,548.3","7,005,782.8"
528,070007919,PENSION DE FAMILLE DES GLYCINES,"809,982.6","6,391,272.2"
529,060025970,CENTRE DE SANTE DENTAIRE DE CARROS,"1,037,505.6","6,306,043.3"
530,060026093,SAS L'ALMANDIN,"1,020,495.9","6,292,661.3"
531,100010529,HEBERGEMENT D'URGENCE CRF TROYES,"780,259.8","6,798,977.7"
532,130008287,ADPC UNITE D'AUTODIALYSE MARSEILLE 02,"892,330.3","6,248,025.4"
533,130002215,CENTRE HOSPITALIER DE LA CIOTAT,"912,089","6,234,602.2"
534,130008600,EEAP LES HEURES CLAIRES,"861,769.3","6,267,841.2"
535,130009046,PHARMACIE ACOCA,"892,718.5","6,247,832.4"
536,130009590,PHARMACIE DIZES-AMORETTI,"908,456.7","6,286,438.5"
537,130008832,MAS L'EVEIL,"907,932","6,248,458.8"
538,130009897,PHARMACIE ARNAVIELHE,"890,246","6,254,975.7"
539,130009640,SELARL PHARMACIE DU VILLAGE,"917,555.2","6,245,024.8"
540,130011364,SELAS PHARMACIE DE LA REPUBLIQUE,"882,555.7","6,286,608.7"
541,130011174,SELAS PHARMACIE LIEUTAUD ALM,"893,494.9","6,246,459.5"
542,130011943,PHARMACIE BONNAFOUX - MARC,"879,391.7","6,260,157"
543,130010846,PHARMACIE BASIRE-PLANTIN,"895,309.9","6,251,774.1"
544,130010275,PHARMACIE AYALA,"866,582.8","6,280,931.9"
545,130011141,SELARL PHARMACIE DES FREGATES,"880,711.1","6,268,267.8"
546,130010325,SELARL PHARMACIE DE LA TOUR,"893,995.8","6,245,617"
547,130011281,SELARL GDE PH. DU MARCHE DES CAPUCINS,"893,232","6,247,026.1"
548,130011661,SELAS PHARMACIE DES CORDELIERS,"897,681","6,273,106.8"
549,130013675,SELARL PHARMACIE CAYOL,"864,515.6","6,258,909.6"
550,130011224,SELARL PHARMACIE BOSC ET JACQUOT,"895,266.9","6,248,291.5"
551,130012776,SELARL PHARMACIE DE COUDOUX,"881,987.8","6,275,876.9"
552,130013394,SELARL PHARMACIE METZ,"891,285.7","6,246,378.6"
553,130013113,SELARL  PHARMACIE CALISSI,"901,229.5","6,245,944.7"
554,130013691,SELARL PHARMACIE DE L'ESTAQUE GARE,"887,567.9","6,254,559.5"
555,130013162,SNC PHARMACIE CAMBON,"815,619.3","6,262,390.7"
556,130012610,SELARL PHARMACIE SIGHIERI,"895,079.3","6,246,792.6"
557,130014061,PHARMACIE DE LA TOURTELLE,"910,606.7","6,246,240"
558,130014145,PHARMACIE CHAU,"901,658","6,253,958.9"
559,130039985,LBM LABOSUD PROVENCE SITE MARSEILLE 24,"897,730.7","6,248,507.9"
560,130021553,LABM LEBAN,"891,362.9","6,252,637.1"
561,130022932,SELARL PHARMACIE DE MONTOLIVET,"896,739.4","6,249,481.7"
562,130020902,LABM CHANTECLER,"899,625.1","6,249,629.5"
563,130021934,SELARL PHARMACIE SCHMIDT VERDELHAN,"860,504.7","6,258,123.5"
564,130021751,SELAS PHARMACIE JOUVE,"912,204.8","6,234,190.6"
565,130022122,SELARL PHARMACIE DESMOULINS,"899,184.5","6,251,435.5"
566,130024284,SELARL PHARMACIE SERRI,"893,525.9","6,245,107.2"
567,130023054,SELARL PHARMACIE RODOSSIO-GUYON,"891,845.4","6,245,457.7"
568,130022833,SELARL PHARMACIE MURA,"877,572.1","6,274,874.5"
569,130021884,SNC PHARMACIE DU CLOS DES CHEVALIERS,"896,857.5","6,245,299.5"
570,130024003,PHARMACIE DU REDON,"897,040.7","6,241,588.3"
571,130025307,SELARL PHARMACIE ST LAMBERT,"891,583.1","6,246,093.2"
572,130028087,PHARMACIE BRISSON,"864,421.3","6,274,498"
573,130025620,SELARL PHARMACIE CHAUSSENDE,"868,093.7","6,291,357.8"
574,130025836,PHARMACIE GUIRAGOSSIAN,"891,044.4","6,255,283"
575,130025182,SELARL PHIE DE LA VIEILLE CHAPELLE,"892,988","6,241,779.5"
576,130028582,PHARMACIE MESDJIAN,"884,165.2","6,261,430.6"
577,130028467,SELARL PHARMACIE LANCONNAISE,"871,727.5","6,279,042.2"
578,130030653,SELARL PHARMACIE SAINT JULIEN,"898,476.5","6,248,890"
579,130028616,SELAS DUCASSOU TAMBORINI,"896,903","6,246,701.5"
580,130030372,SELEURL PHARMACIE LANDI,"893,086.9","6,246,379.1"
581,130030554,SELARL PHARMACIE KRIEGER,"866,522.6","6,258,474.9"
582,130031750,SELARL PHARMACIE DU PANIER,"892,279.9","6,247,342.2"
583,130031404,SELAS PHARMACIE CENTRALE,"907,461.5","6,264,984.9"
584,130031933,SELARL PHARMACIE LECAILLET,"894,586.6","6,242,045.9"
585,130029887,PHARMACIE PENELET,"894,806.1","6,249,659.5"
586,130031636,SELARL PHARMACIE LA DURANCE,"874,845.6","6,294,840.4"
587,130033772,SELARL PHARMACIE ROCHE,"893,856.7","6,247,599.8"
588,130031487,SELARL ALPHAPHARMA,"894,687.2","6,245,367"
589,130033400,SELARL GRANDE PHARMACIE DE LA PLAINE,"893,704.4","6,246,810.3"
590,130033483,SELEURL PHARMACIE DELMAS,"896,375","6,242,401"
591,130033673,SELARL PHARMACIE ANDREANI,"897,862","6,253,846.8"
592,130033251,SELAS PHARMACIE DE PROVENCE,"865,564.2","6,261,422.4"
593,130033020,SELARL CARDOLACCIA - BLANCHET,"895,312.8","6,264,359.1"
594,130035843,SELEURL PHARMACIE DES ARCADES,"907,709.2","6,268,986.8"
595,130036536,SELURL FGR PRO,"836,129.3","6,308,484.7"
596,130038094,FOYER L'ADRET,"865,568.5","6,259,315.7"
597,130037146,S.A.M.D. ASS PRÉSENCE ET VIE,"893,384.7","6,246,304.4"
598,130037674,CH DU VALLON MARTIGUES SLD,"865,173.2","6,260,364.7"
599,130037112,EHPAD LA BASTIDE DU FIGUIER,"898,969.1","6,273,310.8"
600,130036932,S.A.M.D. PROXIM'SERVICE,"893,283.4","6,247,437.3"
601,130780778,EHPAD LA FRUITIERE,"898,573.8","6,248,750"
602,130038391,OFFICINE DE BIVER,"899,702.9","6,262,429.4"
603,130038532,EFS PACA CORSE SITE AIX EN PROVENCE,"897,814.6","6,273,410.8"
604,130038953,SESSAD LES HEURES CLAIRES (ES IME),"861,769.3","6,267,841.2"
605,130780893,RESIDENCE CANTAGAI,"885,542.8","6,293,011.3"
606,130780828,EHPAD MAGUEN,"893,985.6","6,246,601.1"
607,130781156,RESIDENCE LOU PARADOU,"896,940.9","6,272,460.4"
608,130781768,CTRE MED DE DIETETIQUE LES PALMIERS,"914,382.5","6,239,046.7"
609,130782303,KORIAN VALDONNE,"908,731.1","6,258,113.7"
610,130782261,ITEP LES CADENEAUX (EP),"887,080.3","6,259,530.4"
611,130782071,CLINIQUE DE L'ETANG DE L'OLIVIER,"861,098.4","6,269,634.4"
612,130783368,MECS CONCORDE,"893,862.3","6,246,659.7"
613,130783400,DISPENSAIRE DE L'HOPITAL AMBROISE PARE,"892,610.3","6,248,510.5"
614,130783087,ESAT LES GLYCINES,"895,634.5","6,248,562"
615,130783210,MECS FOYER CALENDAL,"894,217.9","6,246,435.2"
616,130784036,LE FOYER HELVETIQUE LES CHARMERETTES,"896,346","6,242,635.1"
617,130783764,CLINIQUE MON REPOS,"893,873.6","6,242,294.7"
618,130783921,MECS LES SAINTS ANGES,"894,408.8","6,243,266.6"
619,130783947,IME LES TAMARIS,"893,957.7","6,242,088"
620,130784184,EEAP TAMARIS-AMANDIERS,"893,957.7","6,242,088"
621,130022809,SAVS ELANS,"895,601","6,243,844.3"
622,130032899,EHPAD LE GARLABAN,"896,747.1","6,250,670.1"
623,110003688,LIEU DE VIELA BORIE,"603,027","6,241,719.1"
624,120004445,PHARMACIE CARNUS,"623,179.4","6,361,954.3"
625,120004957,SAAD AL ADMR LEVEZOU,"677,858.8","6,353,914.4"
626,120001987,PHARMACIE MAYANOBE - MONNIER,"640,513.2","6,384,847.3"
627,120004817,HJ PSY GENERALE LE VERDIER CHS MARIE,"680,885.3","6,379,989.1"
628,120005400,SAAD AL ADMR CAUSSES ET VALLEES,"707,837.6","6,339,708.2"
629,120780143,CENTRE SSR LES TILLEULS CEIGNAC,"661,961.6","6,352,722"
630,120003876,PHARMACIE VIGIER,"653,191.3","6,374,924.5"
631,120005756,CMP ADULTES REQUISTA CHS STE MARIE,"662,844","6,325,960.7"
632,120005855,SERV.P.A.MILLAU,"706,347.4","6,333,594.3"
633,120006192,SESSAD DE L'IME LES CARDABELLES,"664,394.4","6,363,714.2"
634,120782537,EHPAD ST JOSEPH,"657,225.8","6,375,342.6"
635,120782560,EHPAD LES GENETS D'OR DU SEGALA,"636,218.4","6,347,024.2"
636,120783923,SSIAD UDSMA RIGNAC,"643,377.7","6,368,083"
637,120783659,FOYER RESTAURANT,"686,801.7","6,354,713.8"
638,120784004,SSIAD LAISSAC,"685,744.6","6,364,720.1"
639,120784988,FOYER DE VIE LES GLYCINES,"695,979.2","6,358,717.8"
640,120785191,EHPAD CH VILLEFRANCHE SITE RULHE,"622,718.8","6,365,629.4"
641,120785332,CTRE DE PLANIFICATION FAMILIALE,"705,883.7","6,333,253.3"
642,120784590,CSAPA,"666,200.1","6,361,240.8"
643,120786769,LIEU D'ACCUEIL BROX,"696,080.8","6,296,660.3"
644,120786827,UNITE DE VIE LE GONDOLOU,"673,312","6,390,579.2"
645,120786900,UNITE DE VIE RESIDENCE LA DOURBIE,"728,857.7","6,325,005.4"
646,120786546,CENTRE D'HEBERGEMENT TEMPORAIRE,"645,606.1","6,346,966.3"
647,120787262,USLD CH DECAZEVILLE,"640,594.6","6,385,841.8"
648,120787932,HJ PSY GENERALE RODEZ CHS MARIE,"664,806.4","6,362,474.2"
649,110004751,FOYER DE VIE CHAMINADE,"700,358","6,231,531.9"
650,100009174,CMP-CATTP ADULTE NORD,"778,993.7","6,800,461.3"
651,120001771,PHARMACIE REGIS EURL,"626,969.6","6,386,759.3"
652,120002175,SELARL PHARMACIE DE LA POSTE,"681,230.9","6,380,511.4"
653,120002910,PHARMACIE CROZATIER-CLANET,"673,202.3","6,416,056.7"
654,120004163,PHARMACIE FERRIEU-REBOUL,"665,123.3","6,342,528.4"
655,120001722,PHARMACIE DE LA POSTE,"627,019.1","6,386,614.8"
656,120003975,PHARMACIE VERDEILLE-ARNAUD,"697,818","6,374,064.8"
657,110002946,CLINIQUE LES OLIVIERS,"680,051.7","6,232,479"
658,110000023,CH CARCASSONNE,"651,210.5","6,235,729.8"
659,110003456,CMS CARCASSONNE CENTRE,"647,639.7","6,235,362.4"
660,110002706,EHPAD SAINT VINCENT DE PAUL,"666,521.6","6,242,629.7"
661,110003381,CH NARBONNE CMP PSY INFANTO JUVENILE,"680,773.2","6,233,351.5"
662,110004223,SESSAD OUEST AUDOIS,"646,749.5","6,235,471"
663,110780731,EHPAD FONDATION GAUDISSARD,"636,577.7","6,204,200.8"
664,110780236,CH LIMOUX QUILLAN SITE DE QUILLAN,"633,404.5","6,197,839.2"
665,110782455,CENTRE MEDICO SOCIAL QUILLAN,"633,197.9","6,197,122.5"
666,110782984,FOYER RESTAURANT P.A.LIMOUX,"636,525.9","6,217,339.7"
667,110782521,SPAD CCAS NARBONNE,"700,311","6,231,466.7"
668,110782794,SAAD DU CIAS DE LA MONTAGNE NOIRE,"631,944.6","6,251,732.7"
669,110783032,LF LE NID TREBEEN 1,"655,276.4","6,235,214.5"
670,110786050,SSIAD PA CIAS DE LA MONTAGNE NOIRE,"631,944.6","6,251,732.7"
671,110785383,CENTRE READAPT POST CURE LEON CASSAN,"636,665.4","6,216,797.5"
672,110786746,SSR LIMOUX ARAGOU LES TILLEULS,"636,486.4","6,217,547.9"
673,110787256,CH NARBONNE HJ ELISE SAUNIER,"699,831.3","6,231,157.9"
674,110788809,FOYER DE VIE CUXAC,"641,897.7","6,252,621.4"
675,110005857,LBM FORESTIER-JEAN-BEGUIER-KERDRANVAT-,"700,218.8","6,231,093.5"
676,110789351,STRUCTURE ACCUEIL ENFANCE,"648,110","6,234,815.2"
